S no,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Air Quality Index (PM),Cloudiness, Power Consumption in A Zone
465,6.042,86.7,0.087,,0.148,153,0,13725.22796
466,5.976,86.8,0.085,0.077,0.119,158,0,13951.36778
467,5.965,86.9,0.084,0.062,0.104,153,0,14148.32827
468,6.025,87.1,0.085,0.081,0.137,152,0,14666.2614
469,5.946,86.9,0.084,0.07,0.122,153,0,15359.27052
470,5.795,86.9,0.086,0.07,0.085,154,0,15341.03343
471,5.488 dc,87.1,0.087,0.029,0.134,152,0,15337.38602
472,5.352,87.1,0.083,0.051,0.148,154,0,15373.86018
473,5.076,87.7,0.082,0.066,0.122,155,0,15753.19149
474,5.291,88.3,0.09,0.033,0.13,159,0,15734.95441
475,5.364,87.7,0.087,0.051,0.122,153,0,15826.13982
476,5.393,87.8,0.087,0.048,0.111,151,0,16132.5228
477,5.524,87.7,0.088,0.051,0.145,152,0,16117.93313
478,5.576,87.4,0.091,0.07,0.137,152,0,15796.96049
479,5.421,86.9,0.09,0.07,0.122,157,0,15716.71733
480,5.336,86.7,0.089,0.11,0.119,151,0,15618.23708
481,5.139,86.9,0.085,0.146,0.226,151,0,15734.95441
482,5.01,87.2,0.09,0.878,0.816,154,0,15950.15198
483,5.099,87.4,0.084,2.906,2.804,154,0,16216.41337
484,4.917,87.5,0.09,6.456,6.283,154,0,16541.03343
485,4.779,87.7,0.086,13.9,12.28,152,0,17223.1003
486,4.873,87.8,0.089,47.75,22.59,151,0,17638.90578
487,4.872,87.2,0.088,70.5,26.46,154,0,18040.12158
488,5.009,86.9,0.084,92.6,31.27,159,0,18528.87538
489,5.065,86.6,0.088,118,34.1,157,0,18758.66261
490,5.218,86.3,0.089,145.1,34.58,159,0,19287.53799
491,5.54,85.9,0.088,170.9,36.58,150,0,19597.56839
492,5.738,84.7,0.089,196.1,37.53,159,0,20429.17933
493,6,84.1,0.091,220.3,39.42,152,0,20549.54407
494,6.271,83,0.09,248.3,39.09,151,0,20863.22188
495,6.593,81.6,0.09,272.8,39.92,152,0,21202.43161
496,6.933,81.2,0.09,297.3,40.57,152,0,21249.84802
497,7.22,81.2,0.091,320.5,40.4,151,0,21563.52584
498,7.54,81,0.091,343.3,39.4,158,0,21475.98784
499,8.01,79.8,0.088,354.4,40.51,154,0,21734.95441
500,8.57,79,0.088,384.7,40.3,157,0,22128.87538
501,9.04,78.5,0.09,402.8,39.82,156,0,22234.65046
502,9.6,77.3,0.09,420.1,39.15,154,0,22362.31003
503,10.14,75.6,0.094,436.2,38.96,153,0,21392.09726
504,10.8,73.5,0.089,451.6,37.73,150,0,21439.51368
505,11.47,70.1,0.085,466.4,37.49,153,0,21942.85714
506,12,67.75,0.086,477,37.37,153,0,22154.40729
507,12.6,66.24,0.088,485.7,36.72,157,0,21873.55623
508,13.19,65.44,0.086,492.7,36.75,159,0,21928.26748
509,13.66,65.01,0.087,499.7,37.17,155,0,22030.39514
510,13.92,63.81,0.086,503.9,37.24,158,0,22333.1307
511,14.41,63.77,0.084,505.9,36.35,158,0,22256.53495
512,14.86,61.6,0.087,508.4,36.78,158,0,21968.38906
513,15.34,60.2,0.085,506.6,37.02,153,0,21913.67781
514,16.13,58.43,0.085,503.5,38.74,155,0,21669.30091
515,16.38,55.89,0.084,501,42.75,154,0,21596.35258
516,17.05,55.46,0.087,486.7,45.15,155,0,21713.06991
517,17.65,53.72,0.084,485.9,38.87,151,0,21603.64742
518,17.55,50.78,0.082,468.6,43.49,157,0,21578.1155
519,17.43,50.65,0.076,458.1,45.03,159,0,21413.98176
520,17.4,53.26,0.077,448.2,46.62,152,0,21410.33435
521,17.42,53.72,0.077,430.7,47.2,155,0,21789.66565
522,17.49,56.59,0.077,418.2,45.45,159,0,21702.12766
523,17.33,57.36,0.075,409.7,44.91,156,0,21527.05167
524,17.23,59.17,0.075,391.1,50.26,152,0,21578.1155
525,17.4,59.07,0.077,373.1,66.11,159,0,21603.64742
526,17.38,59.6,0.077,354.9,96.9,153,0,21829.78723
527,17.24,60.4,0.073,335.5,141.6,152,0,21676.59574
528,17.07,61.2,0.073,314.5,199.9,155,0,21231.61094
529,17.09,61.8,0.074,291,254.4,152,0,20994.52888
530,17.3,61.47,0.075,266.4,281.1,153,0,20859.57447
531,17.26,61.17,0.075,229.8,260.8,153,0,21012.76596
532,17.36,61.04,0.077,211.4,249.6,156,0,21122.18845
533,17.6,60.67,0.081,189.1,227.1,152,0,20998.17629
534,17.57,59.83,0.077,160.3,195.4,154,0,21045.59271
535,17.57,60.33,0.076,134.8,165.7,154,0,21432.21884
536,17.24,61.83,0.074,112,138.9,158,0,22121.58055
537,16.89,63.5,0.075,88,109.5,153,0,23482.06687
538,16.35,66.23,0.073,71.1,89.7,158,0,25382.37082
539,15.84,67.87,0.074,52.73,67.32,154,0,26819.45289
540,15.44,69.54,0.073,27.54,32.7,154,0,27443.16109
541,14.98,71.1,0.077,11.43,11.56,159,0,27665.6535
542,14.57,72.3,0.079,7.03,7.05,154,0,27698.48024
543,14.13,73.2,0.081,3.532,3.546,155,0,27479.63526
544,13.22,75.6,0.083,1.142,1.22,158,0,27311.8541
545,12.87,76.7,0.073,0.179,0.282,153,0,27304.55927
546,12.43,77.4,0.073,0.106,0.089,156,0,27322.79635
547,12.21,77.6,0.069,0.051,0.104,150,0,27443.16109
548,12.06,78.1,0.075,0.044,0.093,153,0,27304.55927
549,12.26,79.8,0.087,0.113,0.085,156,0,27403.03951
550,13.39,79.2,0.086,0.106,0.078,154,0,27264.43769
551,13.83,71.8,0.088,0.051,0.093,153,0,27122.18845
552,13.83,67.63,0.09,0.07,0.067,151,0,27052.88754
553,13.8,66.7,0.086,0.095,0.082,150,0,27118.54103
554,13.72,66.66,0.088,0.077,0.108,152,0,27147.72036
555,13.55,67.73,0.089,0.066,0.093,152,0,27508.81459
556,13.44,68.2,0.083,0.04,0.104,152,0,27351.97568
557,13.32,68.83,0.087,0.044,0.093,159,0,27052.88754
558,13.1,69.16,0.084,0.07,0.056,155,0,27009.11854
559,12.82,69.5,0.086,0.044,0.122,154,0,27001.82371
560,12.49,70.5,0.081,0.113,0.074,154,0,26761.09422
561,12.28,70.8,0.083,0.033,0.13,152,0,26403.64742
562,12.09,71.3,0.083,0.051,0.096,150,0,26017.02128
563,11.9,71.1,0.088,0.044,0.089,159,0,25820.06079
564,11.36,72.2,0.083,0.07,0.119,159,0,25174.46809
565,10.96,73.9,0.084,0.077,0.148,151,0,24897.26444
566,10.58,75.5,0.086,0.062,0.07,150,0,24605.47112
567,10.44,76.3,0.082,0.073,0.074,157,0,24186.01824
568,10.59,76.3,0.08,0.066,0.13,152,0,23657.14286
569,10.66,75.7,0.087,0.088,0.115,152,0,23317.93313
570,10.57,75.9,0.085,0.07,0.122,154,0,22606.68693
571,10.4,76.1,0.085,0.073,0.13,156,0,21895.44073
572,10.27,75.9,0.085,0.095,0.137,153,0,21413.98176
573,9.89,77.6,0.083,0.051,0.126,157,0,20877.81155
574,9.64,77.9,0.083,0.051,0.096,156,0,20432.82675
575,9.64,77.7,0.084,0.055,0.126,151,0,19812.76596
576,9.46,78,0.086,0.081,0.141,150,0,19455.31915
577,9,79.7,0.085,0.048,0.119,150,0,18948.32827
578,8.81,80.4,0.089,0.037,0.096,159,0,18258.96657
579,9.04,80.1,0.087,0.07,0.141,150,0,17741.03343
580,9.21,78.5,0.084,0.088,0.134,158,0,17328.87538
581,9.03,77.4,0.086,0.077,0.074,153,0,16847.41641
582,8.9,77.8,0.083,0.051,0.148,158,0,16500.91185
583,8.39,80.1,0.084,0.091,0.108,151,0,16245.59271
584,8.45,80.1,0.085,0.059,0.115,159,0,15895.44073
585,8.54,78.6,0.085,0.106,0.111,152,0,15541.64134
586,8.26,79.9,0.087,0.07,0.145,157,0,15034.65046
587,8.04,80.4,0.087,0.059,0.126,154,0,14680.85106
588,7.85,81.7,0.086,0.099,0.115,155,0,14713.67781
589,7.78,81.5,0.087,0.077,0.111,158,0,14286.93009
590,7.76,80.9,0.083,0.091,0.115,153,0,14082.67477
591,7.72,81.3,0.088,0.088,0.126,156,0,13918.54103
592,7.9,80.9,0.087,0.066,0.13,156,0,13710.6383
593,7.87,80,0.081,0.062,0.159,154,0,13619.45289
594,7.73,80.4,0.086,0.084,0.159,151,0,13539.20973
595,7.53,81.3,0.084,0.077,0.145,151,0,13524.62006
596,7.52,81,0.084,0.07,0.204,155,0,13488.1459
597,7.53,80.7,0.082,0.066,0.163,158,0,13520.97264
598,7.68,79.2,0.081,0.088,0.104,151,0,13404.25532
599,7.57,78.1,0.083,0.066,0.141,158,0,13371.42857
600,7.44,77,0.083,0.051,0.148,150,0,13429.78723
601,7.27,77.4,0.08,0.066,0.152,156,0,13334.95441
602,7.16,78.4,0.087,0.081,0.122,158,0,13356.83891
603,6.985,79.5,0.087,0.081,0.152,155,0,13415.19757
604,6.902,79.6,0.088,0.084,0.108,157,0,13444.3769
605,6.898,79.4,0.085,0.066,0.111,158,0,13484.49848
606,6.982,77.8,0.086,0.059,0.111,157,0,13579.33131
607,6.998,77.3,0.083,0.077,0.148,156,0,13776.29179
608,7.31,76.7,0.083,0.07,0.137,157,0,13750.75988
609,7.36,75.1,0.086,0.07,0.141,154,0,14049.84802
610,7.03,76,0.083,0.04,0.141,159,0,14148.32827
611,6.8,78,0.085,0.055,0.167,155,0,14228.57143
612,6.922,76.7,0.085,0.077,0.119,150,0,14648.02432
613,6.923,72.5,0.087,0.062,0.1,154,0,15271.73252
614,7.05,71.9,0.085,0.084,0.115,154,0,15297.26444
615,7.02,72.9,0.084,0.066,0.134,150,0,15486.93009
616,7.1,73.4,0.086,0.051,0.134,156,0,15527.05167
617,6.894,73.7,0.083,0.081,0.093,156,0,15683.89058
618,6.438,79.3,0.085,0.051,0.119,151,0,15855.31915
619,5.973,80.6,0.089,0.066,0.141,152,0,15953.79939
620,5.967,79.9,0.085,0.07,0.119,155,0,16314.89362
621,6.344,77,0.086,0.051,0.1,156,0,16209.11854
622,6.165,78.9,0.088,0.07,0.111,158,0,15829.78723
623,5.944,81.2,0.087,0.077,0.152,150,0,15468.69301
624,5.915,81.8,0.088,0.066,0.163,153,0,15563.52584
625,5.852,81.7,0.086,0.187,0.26,150,0,15654.71125
626,6.054,81.1,0.085,0.922,0.86,152,0,16085.10638
627,5.695,82.1,0.087,3.052,2.752,157,0,16559.27052
628,5.731,83.2,0.086,6.559,6.446,156,0,17150.15198
629,5.814,83.1,0.085,13.12,11.54,152,0,17576.8997
630,5.33,81.5,0.085,51.16,24.26,158,0,17788.44985
631,5.578,78.6,0.084,75.1,25.83,155,0,18014.58967
632,6.087,75.2,0.085,98.3,26.97,159,0,18299.08815
633,6.135,74.6,0.085,123,29.01,152,0,18623.70821
634,5.959,75.5,0.082,148.3,30.93,153,0,18959.27052
635,6.549,73.7,0.082,174.2,32.3,153,0,19389.66565
636,6.844,71.2,0.085,200.3,33.84,158,0,19677.81155
637,7.12,69.32,0.085,227.2,34.92,152,0,19747.11246
638,7.5,66.81,0.086,252.9,36.09,155,0,19929.48328
639,8.16,65.28,0.086,277.7,37.37,153,0,20345.28875
640,8.7,62.64,0.086,300.1,38.78,158,0,20524.01216
641,8.82,65.24,0.084,322.5,40.38,156,0,20739.20973
642,9.13,64.67,0.087,344.2,42.41,151,0,20648.02432
643,9.73,63.47,0.086,365.7,44.35,154,0,20855.92705
644,10.31,63.71,0.083,384.3,45.19,152,0,21133.1307
645,10.92,62.44,0.085,401.8,45.14,158,0,21275.37994
646,11.58,59.17,0.086,419.3,44.21,159,0,21304.55927
647,12.02,59,0.086,433.4,45.06,153,0,21184.19453
648,12.61,60.1,0.084,447.5,45.84,154,0,21093.00912
649,13.33,61.37,0.084,459.9,46.63,157,0,21085.71429
650,14.15,62.6,0.085,468.9,47.67,157,0,21403.03951
651,14.53,61.74,0.084,479.2,48.59,157,0,21939.20973
652,14.93,59.53,0.085,483.6,49.94,159,0,22092.40122
653,15.46,57.7,0.085,488.2,51.74,154,0,22117.93313
654,15.9,57.5,0.082,492.2,52.85,153,0,22055.92705
655,16.26,57.93,0.084,494.6,53.51,156,0,21724.01216
656,16.33,59.37,0.082,495.7,53.52,157,0,21906.38298
657,16.5,59.2,0.083,494.3,55.24,152,0,21610.94225
658,16.7,59.2,0.082,494.8,58.49,154,0,21665.6535
659,17.01,57.9,0.082,473.2,59.77,159,0,21829.78723
660,17.14,57.23,0.086,480.6,59.52,150,0,21519.75684
661,17.25,57.33,0.081,470.4,62.08,152,0,21567.17325
662,17.3,57.3,0.085,463.8,61.4,158,0,21523.40426
663,17.55,56.83,0.086,452.8,63.12,154,0,21523.40426
664,17.64,55.89,0.085,441.8,64.3,154,0,21680.24316
665,17.75,56.13,0.082,429.9,65.59,156,0,21749.54407
666,17.9,55.43,0.085,411.4,66.28,158,0,21654.71125
667,18.06,54.26,0.087,392.7,70.2,159,0,21315.50152
668,18.2,53.29,0.088,372.2,81.6,151,0,21479.63526
669,18.09,53.86,0.089,358.8,106.7,158,0,21662.00608
670,18.4,53.52,0.088,327.3,144.8,156,0,21662.00608
671,18.22,52.65,0.089,265.6,161.9,156,0,21534.3465
672,18.34,52.42,0.086,295.5,236,153,0,21235.25836
673,17.96,50.78,0.081,212.4,208.6,153,0,21093.00912
674,17.33,51.38,0.079,183.4,195.5,150,0,21187.84195
675,17.06,52.25,0.076,217.7,245.4,150,0,21242.55319
676,17.09,52.32,0.076,191.7,220.1,150,0,21114.89362
677,16.9,52.22,0.076,177.7,208,150,0,21001.82371
678,16.85,52.78,0.074,153.9,182.3,152,0,21173.25228
679,16.58,54.96,0.076,126.4,150.3,150,0,21512.46201
680,16.29,56.19,0.077,54.02,60.8,157,0,22489.9696
681,16.07,57.29,0.075,80.8,97.1,154,0,23503.95137
682,15.9,58.32,0.077,50.62,60.16,151,0,25163.52584
683,15.71,58.66,0.075,27.97,32.23,154,0,26753.79939
684,15.62,59.16,0.079,29.67,34.37,153,0,27527.05167
685,15.15,61.53,0.083,17.81,18.68,150,0,27384.80243
686,14.47,62.46,0.09,8.26,8.61,153,0,27319.14894
687,14.21,63.53,0.091,3.239,3.356,154,0,27432.21884
688,13.91,64.66,0.087,0.875,0.905,150,0,27184.19453
689,13.8,65.03,0.088,0.154,0.189,153,0,27206.07903
690,13.44,65.56,0.088,0.055,0.152,158,0,27184.19453
691,13.19,66.46,0.083,0.051,0.126,153,0,27133.1307
692,12.81,67.96,0.073,0.04,0.145,152,0,27257.14286
693,12.47,70.1,0.081,0.062,0.108,155,0,27625.53191
694,12.51,70.4,0.071,0.077,0.096,151,0,27155.0152
695,12.14,71.4,0.075,0.095,0.07,153,0,26928.87538
696,11.95,72.4,0.069,0.055,0.082,154,0,26965.34954
697,11.86,72.8,0.076,0.055,0.108,151,0,26815.80547
698,11.51,73.6,0.088,0.062,0.119,159,0,27162.31003
699,11.26,74.2,0.085,0.062,0.093,152,0,27337.38602
700,10.98,76.2,0.074,0.059,0.137,150,0,27034.65046
701,10.91,76.8,0.077,0.048,0.1,156,0,26888.7538
702,10.68,78.5,0.074,0.048,0.119,157,0,26764.74164
703,10.85,78.6,0.077,0.055,0.104,155,0,26571.42857
704,11,79.7,0.088,0.077,0.108,154,0,26330.69909
705,11.53,81.7,0.086,0.059,0.119,154,0,26221.2766
706,12.17,80.6,0.092,0.051,0.13,154,0,25831.00304
707,11.85,78.9,0.087,0.048,0.13,153,0,25466.2614
708,11.28,79.9,0.085,0.044,0.108,151,0,25214.58967
709,10.58,81.6,0.082,0.062,0.089,155,0,24977.5076
710,10.47,83.1,0.084,0.055,0.134,151,0,24806.07903
711,10.84,82.7,0.085,0.059,0.119,156,0,24138.60182
712,10.79,80.7,0.09,0.062,0.13,150,0,23879.63526
713,10.43,81.7,0.087,0.059,0.126,155,0,23434.65046
714,10.08,82.9,0.088,0.066,0.134,156,0,22851.06383
715,10,82.7,0.085,0.07,0.122,153,0,22303.95137
716,9.81,83.2,0.085,0.07,0.167,156,0,21837.08207
717,9.75,83.4,0.085,0.066,0.141,156,0,21071.12462
718,9.46,83.6,0.084,0.062,0.145,154,0,20476.59574
719,9.09,84.6,0.085,0.033,0.145,158,0,19947.72036
720,9.11,84.8 i,0.088,0.033,0.156,155,0,19575.68389
721,8.96,84.9,0.082,0.07,0.145,156,0,19035.86626
722,8.91,85.6,0.084,0.062,0.119,157,0,18466.8693
723,8.85,85.5,0.086,0.044,0.178,152,0,18102.12766
724,8.86,85.6,0.086,0.059,0.115,159,0,17642.55319
725,8.88,85.7,0.083,0.051,0.159,157,0,17179.33131
726,8.78,85.5,0.082,0.073,0.134,155,0,16858.35866
727,8.7,85.5,0.084,0.059,0.13,153,0,16314.89362
728,8.57,85.8,0.085,0.073,0.126,156,0,15924.62006
729,8.52,86.1,0.088,0.051,0.193,157,0,15818.84498
730,8.39,86.7,0.085,0.073,0.126,153,0,15264.43769
731,8.41,86.8,0.084,0.081,0.126,150,0,15158.66261
732,8.46,87,0.088,0.084,0.163,159,0,15089.3617
733,8.31,86.6,0.085,0.077,0.171,153,0,14837.68997
734,8.13,86.7,0.083,0.059,0.171,158,0,14655.31915
735,7.88,87.4,0.083,0.066,0.148,156,0,14633.43465
736,7.91,87.5,0.081,0.095,0.134,157,0,14327.05167
737,8.01,87.4,0.083,0.081,0.13,152,0,14243.16109
738,8.22,87.6,0.086,0.062,0.134,154,0,14057.14286
739,8.38,87,0.087,0.059,0.152,150,0,13947.72036
740,8.43,86.8,0.089,0.059,0.171,152,0,14009.72644
741,8.14,87.1,0.084,0.055,0.141,158,0,13984.19453
742,8.37,87.2,0.088,0.066,0.13,152,0,13871.12462
743,8.47,86.9,0.089,0.066,0.167,151,0,13980.54711
744,8.19,87,0.088,0.048,0.156,152,0,13965.95745
745,8.1,87.4,0.089,0.062,0.215,153,0,13947.72036
746,7.93,87.7,0.084,0.037,0.252,150,0,13929.48328
747,7.98,88.2,0.092,0.062,0.152,156,0,13805.47112
748,8.07,88.1,0.085,0.059,0.174,159,0,13732.5228
749,8.03,88.8,0.085,0.091,0.137,158,0,13823.70821
750,8.01,88.9,0.087,0.048,0.152,152,0,13944.07295
751,7.95,88.9,0.08,0.04,0.156,152,0,14122.79635
752,8.09,88.8,0.086,0.055,0.152,153,0,14181.15502
753,8.2,88.7,0.08,0.07,0.134,156,0,14374.46809
754,8.32,88.6,0.082,0.051,0.171,151,0,14385.41033
755,8.66,88.6,0.083,0.07,0.152,150,0,14706.38298
756,8.83,87.7,0.084,0.044,0.134,154,0,15246.20061
757,8.72,86.8,0.084,0.07,0.111,155,0,15807.90274
758,8.61,87.1,0.085,0.073,0.148,150,0,15807.90274
759,8.65,86.8,0.085,0.04,0.178,151,0,15793.31307
760,8.81,86.7,0.083,0.062,0.174,153,0,15851.67173
761,8.57,85.9,0.081,0.073,0.148,152,0,16176.29179
762,8.7,86.5,0.086,0.073,0.152,151,0,16026.74772
763,9.21,85.5,0.089,0.04,0.152,150,0,15953.79939
764,9.46,83.9,0.085,0.066,0.189,150,0,16442.55319
765,9.54,82.2,0.082,0.084,0.122,155,0,16358.66261
766,9.51,81.3,0.081,0.062,0.119,156,0,16081.45897
767,9.29,81.5,0.085,0.059,0.115,150,0,15786.01824
768,9.23,81.5,0.082,0.095,0.134,153,0,15632.82675
769,9.1,81.7,0.085,0.106,0.23,156,0,16070.51672
770,9.04,81.9,0.084,0.761,0.708,152,0,16344.07295
771,8.65,82.5,0.084,3.089,2.908,158,0,16511.8541
772,8.62,83.6,0.087,5.538,5.259,153,0,17157.44681
773,9.03,83.6,0.089,12.6,12.03,156,0,17234.04255
774,9.33,82.4,0.081,49.13,35.81,152,0,17471.12462
775,9.78,81.7,0.087,78.7,52.65,153,0,18127.65957
776,9.88,80.2,0.087,87.2,59.62,155,0,18412.15805
777,9.92,79,0.087,78,59.66,155,0,18612.76596
778,10.14,78.7,0.081,82.3,73.8,155,0,18988.44985
779,10.19,78.6,0.084,106.4,97,152,0,19196.35258
780,10.5,77.4,0.086,121.6,115.4,158,0,19637.68997
781,10.9,76.1,0.082,114.3,110.2,152,0,19772.64438
782,11.12,74.5,0.083,118.9,116,157,0,20192.09726
783,11.23,74,0.089,140.9,137.7,157,0,20359.87842
784,11.47,73.5,0.089,153.3,151.9,154,0,20538.60182
785,11.69,73,0.08,144.4,146.1,150,0,21082.06687
786,11.79,73.1,0.083,132.8,133.6,153,0,21534.3465
787,11.71,73.4,0.089,140.9,138.8,154,0,21734.95441
788,11.83,73.3,0.091,217.2,191.8,156,0,22004.86322
789,12.21,73.1,0.086,349.9,253.7,158,0,21950.15198
790,12.69,71.7,0.087,224.5,202,151,0,22063.22188
791,13.06,69.68,0.082,175.1,167,152,0,22201.82371
792,13.42,68.25,0.085,182,176,157,0,22008.51064
793,13.69,68.08,0.085,210,197,150,0,21990.27356
794,14,67.88,0.083,268.5,218.2,157,0,21986.62614
795,14.37,67.41,0.083,274.3,216.5,154,0,21775.07599
796,14.7,66.08,0.087,235.1,202.6,156,0,21479.63526
797,14.82,65.88,0.085,267.4,231.8,153,0,21512.46201
798,14.79,66.31,0.088,290.6,248.8,153,0,21556.231
799,15.03,65.74,0.086,332.7,284.8,150,0,21293.61702
800,15.22,65.98,2.287,348.7,308.3,155,0,21680.24316
801,15.38,66.11,4.708,244.2,234.6,154,0,21902.73556
802,15.48,65.38,1.97,177.4,175.9,156,0,21993.92097
803,15.56,63.21,0.14,168.6,165.6,152,0,21778.7234
804,15.52,62.27,0.094,168.7,172.3,155,0,21858.96657
805,15.56,62.1,0.091,215.8,222,157,0,21786.01824
806,15.63,61.97,0.083,266.4,271.5,155,0,21753.19149
807,15.75,62.24,0.084,291.4,287.6,153,0,21556.231
808,15.77,62.07,0.082,280.2,254.7,154,0,21461.39818
809,15.78,62.64,0.089,247.7,226.7,153,0,21246.20061
810,15.77,63.21,0.082,216.5,207.5,154,0,21308.20669
811,15.62,64.31,0.083,181.4,183.2,156,0,21497.87234
812,15.51,65.34,0.084,165.9,169,152,0,21636.47416
813,15.51,65.68,0.086,162.8,165.5,156,0,21421.2766
814,15.45,66.81,0.086,157,161.1,159,0,21804.25532
815,15.39,67.01,0.082,158.5,158.8,150,0,21731.30699
816,15.39,66.84,0.084,145.9,146.8,153,0,21694.83283
817,15.32,66.84,0.083,143.1,142.8,156,0,21570.82067
818,15.32,67.01,0.085,143.3,144.1,158,0,21348.32827
819,15.32,67.28,0.08,131.9,133.8,158,0,21005.47112
820,15.28,67.48,0.082,111.7,113.6,154,0,20990.88146
821,15.25,68.21,0.082,94.1,95.5,156,0,21282.67477
822,15.19,68.68,0.08,78.1,79.2,150,0,21457.75076
823,15.18,69.12,0.084,62.09,62.59,159,0,21727.65957
824,15.1,69.62,0.084,49.33,49.36,154,0,22121.58055
825,14.99,70.1,0.086,42.35,42.44,154,0,23117.32523
826,14.91,70.3,0.086,38.2,39.13,156,0,24889.9696
827,14.84,70.3,0.086,30.99,31.5,150,0,26184.80243
828,14.72,72.1,0.083,23.54,23.81,156,0,26994.52888
829,14.51,73.8,0.084,13.38,13.36,157,0,27129.48328
830,14.31,74.7,0.085,7.34,7.43,151,0,27395.74468
831,14.17,75.3,0.086,2.701,2.73,157,0,27322.79635
832,13.99,76.2,0.083,0.608,0.668,158,0,27187.84195
833,13.87,76.4,0.089,0.099,0.182,159,0,27147.72036
834,13.95,75.9,0.087,0.055,0.108,156,0,26914.28571
835,13.97,74.4,0.085,0.084,0.082,152,0,26866.8693
836,13.85,74,0.09,0.033,0.07,150,0,26885.10638
837,13.58,74.8,0.086,0.055,0.085,152,0,26958.05471
838,13.34,76,0.083,0.07,0.148,157,0,26844.9848
839,13.28,76,0.086,0.059,0.111,151,0,26593.31307
840,13.32,75.6,0.084,0.033,0.141,153,0,26476.59574
841,13.41,75,0.083,0.022,0.111,154,0,26527.65957
842,13.42,73.5,0.084,0.066,0.13,154,0,26673.55623
843,13.34,74.6,0.085,0.044,0.156,153,0,26618.84498
844,13.01,75.9,0.087,0.073,0.115,157,0,26407.29483
845,12.71,76.7,0.087,0.073,0.096,158,0,26538.60182
846,12.5,77.7,0.087,0.048,0.152,159,0,26582.37082
847,12.53,78,0.085,0.07,0.122,152,0,26348.93617
848,12.61,77.3,0.088,0.026,0.148,151,0,26283.28267
849,12.59,76.6,0.087,0.081,0.111,156,0,26206.68693
850,12.48,77.2,0.088,0.066,0.119,153,0,25809.11854
851,12.41,77.8,0.083,0.04,0.134,157,0,25396.96049
852,12.49,77.6,0.086,0.044,0.137,151,0,25108.81459
853,12.45,77.5,0.085,0.055,0.122,155,0,24806.07903
854,12.53,77.5,0.086,0.055,0.137,154,0,24452.27964
855,12.55,77.5,0.084,0.033,0.148,150,0,23872.34043
856,12.35,78.1,0.086,0.051,0.115,157,0,23372.64438
857,12.42,78,0.085,0.062,0.104,154,0,23193.92097
858,12.32,78,0.09,0.044,0.171,153,0,22821.8845
859,12.28,78.1,0.085,0.037,0.167,153,0,22154.40729
860,12.39,77,0.088,0.051,0.126,157,0,21702.12766
861,12.37,76.4,0.085,0.055,0.119,158,0,20914.28571
862,12.57,74.9,0.089,0.07,0.134,155,0,20421.8845
863,12.55,73.8,0.083,0.048,0.152,155,0,19779.93921
864,12.64,72.8,0.084,0.051,0.145,151,0,19517.32523
865,12.48,74.8,0.083,0.055,0.141,151,0,18875.37994
866,12.29,75.1,0.088,0.062,0.119,155,0,18477.81155
867,12.16,76.2,0.083,0.04,0.137,159,0,17934.3465
868,12.1,76.4,0.085,0.055,0.137,158,0,17445.59271
869,12.14,76.3,0.087,0.059,0.126,158,0,17186.62614
870,12.11,76.1,0.082,0.073,0.145,159,0,16851.06383
871,11.95,77,0.089,0.059,0.145,150,0,16431.61094
872,11.87,77.1,0.088,0.048,0.141,151,0,16238.29787
873,11.79,77.1,0.086,0.04,0.126,159,0,15658.35866
874,11.52,78.3,0.083,0.059,0.122,156,0,15333.7386
875,11.4,78.8,0.087,0.059,0.163,150,0,15107.59878
876,11.35,79,0.093,0.048,0.122,158,0,14888.7538
877,11.32,78.9,0.09,0.051,0.13,155,0,14753.79939
878,11.11,79.8,0.089,0.037,0.13,157,0,14476.59574
879,10.8,80.6,0.085,0.026,0.171,157,0,14392.70517
880,10.39,82.2,0.086,0.088,0.122,151,0,14327.05167
881,10.28,82.7,0.089,0.044,0.152,151,0,14188.44985
882,10.4,82.6,0.088,0.037,0.115,159,0,14159.27052
883,10.71,82,0.088,0.044,0.137,158,0,14009.72644
884,10.76,80.6,0.088,0.059,0.178,152,0,13900.30395
885,10.68,80.5,0.084,0.059,0.126,154,0,13918.54103
886,10.58,80.5,0.085,0.037,0.145,152,0,13838.29787
887,10.23,81.8,0.089,0.055,0.126,157,0,13736.17021
888,9.9,82.8,0.086,0.099,0.126,153,0,13805.47112
889,9.77,83.3,0.088,0.073,0.111,159,0,13776.29179
890,9.56,83.9,0.089,0.066,0.13,153,0,13841.94529
891,9.37,84.6,0.089,0.044,0.171,157,0,13739.81763
892,9.43,84.7,0.088,0.029,0.185,156,0,13772.64438
893,9.47,84.4,0.086,0.055,0.152,157,0,13878.41945
894,9.52,84,0.086,0.059,0.145,157,0,13809.11854
895,9.4,84.2,0.085,0.062,0.159,153,0,14013.37386
896,9.48,83.9,0.087,0.081,0.134,159,0,14126.44377
897,9.46,83.9,0.085,0.029,0.122,155,0,14286.93009
898,9.35,83.9,0.09,0.04,0.108,150,0,14265.04559
899,9.25,83.6,0.087,0.048,0.152,150,0,14472.94833
900,9.03,83.9,0.088,0.077,0.141,155,0,14786.62614
901,9.06,83.8,0.09,0.051,0.137,150,0,15505.16717
902,8.9,84,0.083,0.04,0.2,159,0,15457.75076
903,8.61,84.6,0.086,0.066,0.167,153,0,15311.8541
